,plsnt,attnt,snst,aptit,polarity_intense
ภาวะเงินเฟ้อ,0.982,0.831,0.0,0.837,0.883
สุรา,0.186,-0.1,0.046,0.0,0.08
พระกรรณ,0.785,-0.99,0.0,0.981,0.919
คนเพี้ยน,0.716,0.9,0.0,0.0,0.539
ตัวแบบ,0.198,0.527,-0.065,0.492,0.384
รองนายกรัฐมนตรี,0.0,0.745,0.0,0.832,0.526
นายทะเบียน,0.0,0.745,0.0,0.832,0.526
รุ่นพี่,0.0,0.0,0.0,0.79,0.263
ลูกผักชี,0.0,0.0,-0.75,-0.71,-0.487
ความทุกข์,-0.816,0.071,-0.09,-0.245,-0.36
รัฐมนตรี,0.301,0.675,-0.013,0.35,0.438
การดีดนิ้ว,-0.57,0.0,0.852,-0.74,-0.721
ดึงดูดความสนใจ,0.92,-0.88,0.0,0.695,0.832
กระทะ,0.458,0.023,0.0,0.182,0.221
แผง,0.248,0.277,0.262,-0.032,0.077
ความเสี่ยง,-0.91,0.0,-0.75,-0.87,-0.843
เสมอ,0.02,-0.32,-0.1,0.495,0.245
หัวเข่า,0.023,0.085,-0.04,0.088,0.052
ช่างเทคนิค,0.864,0.818,0.0,0.716,0.799
การเข้าฌาน,0.088,0.135,0.0,0.0,0.074
เพาะปลูก,-0.24,0.154,0.103,-0.031,-0.073
โฮมินิด,0.914,-0.57,0.0,0.908,0.797
ผ้าเช็ด,0.024,0.157,0.018,0.145,0.103
ยิง,-0.006,0.219,-0.058,0.124,0.093
แสงสว่าง,0.085,0.107,-0.08,0.0,0.037
รูปทรง,0.606,0.53,0.006,0.075,0.402
ความสะดวก,0.054,0.076,0.0,0.127,0.086
เอเชีย,0.316,-0.335,0.022,0.388,0.339
สอดคล้องกับ,0.31,0.04,0.0,0.774,0.375
ตัดสินใจ,-0.02,0.2,-0.065,0.156,0.09
ปฏิวัติ,0.0,0.0,0.729,-0.78,-0.503
ความจำนง,0.261,0.354,-0.028,0.036,0.208
อาจารย์ใหญ่,-0.06,0.0,0.0,-0.03,-0.03
มีอยู่,0.878,-0.001,0.0,0.383,0.421
ที่ตักผง,0.022,-0.01,0.062,-0.09,-0.04
การประชุมโต๊ะกลม,0.0,0.214,0.012,0.208,0.137
หลานสาว,0.927,0.877,0.0,0.0,0.601
หมายเลข,-0.85,0.0,0.605,-0.73,-0.728
โบรมีน,0.032,-0.02,-0.04,-0.08,-0.023
กังวล,-0.428,0.236,-0.111,-0.245,-0.183
ควบแน่น,0.0,0.036,-0.075,0.046,0.002
แฟลต,0.0,-0.06,0.0,0.0,0.02
ซึมออกมา,0.0,0.0,0.775,-0.77,-0.515
ประกัน,0.024,0.0,0.0,0.074,0.033
ความก้าวหน้า,0.172,0.135,-0.055,0.406,0.219
ผู้แสดง,0.015,0.0,0.287,0.03,-0.081
ส่งผล,0.93,-0.495,0.0,0.728,0.718
อริ,-0.09,0.0,-0.05,-0.24,-0.127
ความสำนึกบุญคุณ,0.488,0.661,-0.25,0.244,0.381
ชัด,0.042,0.126,-0.06,0.165,0.091
ร้านตัดผม,-0.02,0.122,0.0,0.137,0.08
บ่,0.032,0.134,-0.03,0.158,0.098
คาดคะเน,0.077,0.386,0.406,-0.47,-0.138
ฉุนเฉียว,0.0,0.0,-0.99,-0.83,-0.607
คอนโด,0.998,0.714,0.0,0.0,0.571
ไอ,-0.035,0.0,-0.105,-0.03,-0.057
งาช้าง,0.085,-0.06,0.0,0.0,0.048
ลงคะแนนเสียง,0.0,0.115,-0.06,0.133,0.063
มีส่วนร่วม,0.967,0.0,0.0,0.971,0.646
แมงกะพรุน,-0.79,0.0,-0.8,0.0,-0.53
ขั้วโลกเหนือ,0.0,0.0,0.856,-0.89,-0.582
ผูกพัน,0.784,0.998,0.0,0.0,0.594
สิ้นหวัง,-0.98,0.0,0.0,-0.94,-0.64
ทำให้บิดเบี้ยว,-0.055,0.048,0.304,-0.365,-0.225
สิ่งประดิษฐ์,-0.87,0.0,-0.76,0.0,-0.543
รักษาพยาบาล,0.024,0.172,0.073,0.245,0.123
สอด,0.011,0.071,0.022,0.233,0.098
การร่วมประเวณี,0.164,0.144,-0.07,0.135,0.124
แรงขับเคลื่อน,0.0,0.0,0.0,0.19,0.063
ไม่มีชีวิต,0.03,0.0,0.0,0.119,0.05
เรียบๆ,0.0,0.264,-0.09,0.135,0.103
โหร,0.083,0.0,0.0,0.075,0.053
ช่างกลึง,0.683,0.523,0.0,0.804,0.67
เวช,-0.02,0.0,-0.16,-0.12,-0.1
การตกลง,-0.03,0.306,-0.07,0.241,0.149
อนาถ,-0.86,0.0,0.0,-0.88,-0.58
แบบเดียวกัน,0.056,0.184,0.0,0.243,0.161
มะเร็งผิวหนัง,-0.09,0.0,0.0,-0.09,-0.06
ไอโซโถป,-0.76,0.0,-0.93,0.0,-0.563
ดุษฎีบัณฑิต,-0.04,0.0,-0.16,-0.12,-0.107
ปันส่วน,0.0,0.0,0.0,-0.11,-0.037
การคำนวณ,0.0,0.951,0.0,0.0,0.317
ส่งโทรเลข,0.986,0.829,0.0,0.0,0.605
ยุ้งฉาง,0.017,0.0,-0.36,-0.338,-0.227
ของชำร่วย,0.89,-0.95,0.0,0.0,0.613
ตั้งใจฟัง,0.044,0.06,-0.025,0.167,0.082
การจัดฟัน,-0.65,0.0,0.65,-0.98,-0.76
นาฬิกาพก,0.788,0.873,0.0,0.0,0.554
เยือน,0.032,0.03,-0.025,0.073,0.037
แก๊ง,-0.71,0.0,0.0,-0.97,-0.56
บันเทิง,0.64,0.593,0.0,0.823,0.685
อัคคีภัย,0.038,0.0,-0.07,-0.06,-0.031
ยาธาตุ,-0.5,0.0,0.582,-0.57,-0.551
วางมือ,-0.78,0.0,0.801,-0.87,-0.817
วันทำงาน,0.1,0.085,0.0,0.093,0.093
ผ้าเช็ดมือ,0.024,0.157,0.018,0.145,0.103
บริดจ์,0.0,0.069,0.0,0.0,0.023
แสดงความยินดี,0.865,0.197,-0.067,0.677,0.557
ไม้ค้ำยัน,0.776,-0.73,0.0,0.777,0.761
ประมูล,0.122,-0.04,0.0,0.0,0.054
หมุน,0.02,-0.008,-0.118,-0.039,-0.043
เค้าโครงเรื่อง,-0.05,0.163,-0.12,0.136,0.043
ยุคทอง,-0.96,0.0,0.615,-0.73,-0.768
มหาภัย,-0.84,0.0,-0.82,0.0,-0.553
นิคม,0.175,0.235,0.0,0.408,0.273
อุทัย,0.0,0.071,0.0,0.0,0.024
นักปรัชญา,0.922,-0.94,0.0,0.965,0.942
หวั่นวิตก,-0.51,0.078,-0.568,-0.098,-0.366
ยิ้มเยาะ,0.033,0.0,0.04,-0.22,-0.076
บุพบท,0.732,0.8,0.0,0.0,0.511
ทอย,0.485,-0.19,0.0,0.247,0.307
ใจหิน,0.559,-0.56,0.0,0.769,0.629
โก่งราคา,0.0,-0.99,0.0,-0.93,0.02
พระเพลา,0.037,0.084,0.0,0.0,0.04
ผู้ที่เข้าร่วม,0.397,0.0,0.0,0.42,0.272
ปริปาก,0.187,0.149,-0.037,0.553,0.284
บ่นพึมพำ,-0.6,0.0,-0.105,0.0,-0.235
รถพลังงานไฟฟ้า,0.747,0.842,0.0,0.0,0.53
เพิ่งจะ,0.059,0.274,-0.11,0.244,0.156
คนเลี้ยงผึ้ง,0.0,0.076,0.024,0.137,0.063
สามสิบสี่,0.721,-1.0,0.0,0.0,0.574
แผนภูมิต้นไม้,0.856,0.0,0.0,0.0,0.285
คัน,0.0,0.036,0.446,-0.356,-0.255
โฟโตสเฟียร์,0.931,-0.82,0.0,0.709,0.82
ปากตะไกร,0.0,0.0,0.744,-0.83,-0.525
ผลงานศิลปะ,0.057,0.101,0.0,0.158,0.105
อ่าว,0.43,0.026,0.0,0.0,0.152
ชั้นล่าง,0.486,-0.335,0.0,0.0,0.274
เห็ด,0.962,0.0,0.0,0.0,0.321
หัวโกร๋น,-0.05,0.0,-0.07,-0.05,-0.057
สุริยะ,0.059,0.0,0.0,0.066,0.042
ที่พิง,0.854,-0.7,0.0,0.912,0.822
ซ่อน,-0.217,0.084,0.117,-0.092,-0.114
รังสี,0.585,0.576,-0.05,0.0,0.37
ปะ,0.146,0.474,0.28,-0.31,0.01
ต้นไผ่,0.0,0.773,0.0,0.895,0.556
กรดเกลือ,0.0,0.0,-0.05,-0.07,-0.04
หัวขโมย,-0.97,0.0,0.676,-0.96,-0.869
ชา,0.092,0.0,0.0,0.0,0.031
คนสวน,0.0,0.076,0.0,0.0,0.025
ปฐมฤกษ์,0.884,0.855,0.0,0.0,0.58
สำเนา,0.275,0.396,0.0,0.156,0.276
หัวอาหาร,-0.02,0.304,-0.05,0.279,0.171
ความละเอียด,0.222,0.122,-0.213,0.228,0.12
เงินเดือน,0.0,0.119,0.0,0.0,0.04
แตน,-0.66,0.0,0.946,-0.55,-0.719
เขตอำนาจศาล,0.0,0.943,0.0,0.0,0.314
อัพเดต,-0.07,-0.01,-0.09,0.0,-0.05
การทำลายล้าง,-0.548,0.0,0.191,-0.575,-0.438
เกือบ,0.0,0.093,0.0,0.053,0.049
หญิงสาว,-0.444,-0.035,0.37,0.0,-0.26
นักเขียนนวนิยาย,0.163,0.255,-0.2,0.31,0.176
โดย,0.025,0.188,-0.09,0.248,0.124
จอมพล,0.74,-0.53,0.0,0.641,0.637
ประชามติ,0.014,0.154,-0.1,0.18,0.083
สโลว์,-0.98,0.0,0.674,-0.93,-0.861
จอแสดงผล,0.039,0.074,0.0,-0.03,0.028
เชิงมุม,0.0,0.0,-0.87,-0.95,-0.607
ร่อนลง,0.641,-0.73,0.0,0.798,0.723
ทดสอบ,0.568,-0.408,-0.03,0.591,0.512
ตาปลา,0.0,0.065,0.031,0.052,0.029
เขียน,0.836,0.797,0.0,0.0,0.544
ประกาศ,0.75,-0.368,0.0,0.304,0.474
คู่ใจ,0.17,0.125,-0.04,0.196,0.15
วิชาเอก,0.71,0.0,0.0,0.917,0.542
มีดพก,0.759,-0.65,0.0,0.716,0.708
เชื่อฟัง,0.953,0.0,0.0,0.941,0.631
เทียบ,0.0,0.342,-0.11,0.309,0.18
โครงเตียง,0.0,0.149,0.0,0.0,0.05
บริการ,0.754,-0.8,0.0,0.794,0.783
ปากหอยปากปู,-0.75,0.0,-0.76,0.0,-0.503
มะละกอ,0.859,0.917,0.0,0.0,0.592
เคร่งครัด,-0.516,0.039,0.169,-0.685,-0.444
นู้น,0.949,-0.84,0.0,0.0,0.596
ปืนครก,0.0,0.0,-0.95,-0.72,-0.557
มุม,-0.435,0.472,0.336,-0.275,-0.191
การวิพากษ์วิจารณ์,-0.395,-0.06,0.46,-0.58,-0.458
ทุ่ม,-0.43,0.101,-0.03,-0.388,-0.249
แผ่กระจาย,0.968,-0.76,0.0,0.583,0.77
พยาธิตัวแบน,0.688,-0.94,0.0,0.925,0.851
รังผึ้ง,0.02,0.038,0.012,0.106,0.051
ห้องส้วม,0.036,-0.06,0.0,0.0,0.032
ผู้พักอาศัย,0.0,0.715,0.0,0.76,0.492
มีผลต่อ,0.884,0.0,0.0,0.811,0.565
ระบบโครงกระดูก,0.042,-0.06,0.0,-0.03,0.024
ผู้ทำประตู,-0.43,0.414,0.0,0.101,0.028
กระยาจก,0.0,0.838,0.0,0.751,0.53
แอร์,0.046,-0.03,0.0,0.0,0.025
กระดูกหัก,-0.81,0.0,0.745,-0.94,-0.832
การจับปลา,0.059,0.0,0.0,0.049,0.036
เรื่องขำขัน,0.58,0.651,-0.26,0.308,0.426
ปลูกต้นไม้,0.856,0.0,0.0,0.0,0.285
ตอนจบ,-0.44,0.13,0.297,-0.17,-0.259
ยุทธศาสตร์,0.681,-0.85,0.0,0.605,0.712
อีกา,-0.03,-0.02,0.027,-0.1,-0.046
อย่างเห็นได้ชัด,0.0,0.837,0.0,0.75,0.529
รสนิยม,0.65,0.785,-0.148,0.424,0.57
สุพรรณ,0.866,0.82,0.0,0.713,0.8
วินเทจ,0.0,0.726,0.0,0.768,0.498
กล่องไม้ขีดไฟ,0.087,0.113,-0.08,0.0,0.04
คาราวาน,0.768,0.0,0.0,0.802,0.523
นักเรียนชาย,0.575,-0.62,0.0,0.596,0.597
ถ่ายเทอากาศ,0.628,-0.96,0.0,0.682,0.757
ก๊อก,0.0,0.0,0.865,-0.95,-0.605
โอกาส,0.149,0.06,0.102,0.133,0.08
มาร์เก็ตติ้ง,0.8,0.995,0.0,0.0,0.598
การประกันภัย,0.042,0.216,-0.045,0.23,0.148
เนื้อเพลง,0.091,-0.03,0.058,0.077,0.047
อำพราง,-0.244,-0.081,0.027,-0.437,-0.209
เรือสินค้า,-0.775,0.0,-0.79,0.0,-0.522
การล่าสัตว์,-0.415,0.0,0.0,-0.06,-0.158
เฉื่อยชา,-0.77,0.0,0.842,0.0,-0.537
เท้าหลัง,-0.6,0.0,0.701,-0.72,-0.674
เครือข่ายคอมพิวเตอร์,0.948,0.709,0.0,0.0,0.552
อ้วนท้วน,-0.212,0.137,-0.117,-0.471,-0.221
เวลานอน,0.08,0.018,0.0,0.046,0.048
ปากคม,0.0,0.0,0.739,-0.74,-0.493
สินแร่,0.024,0.108,0.0,0.144,0.092
ดาบปลายปืน,0.0,0.0,-0.99,-0.85,-0.613
เบคอน,0.648,-0.53,0.0,0.94,0.706
คบ,-0.015,-0.01,-0.055,-0.07,-0.043
เล่นสกี,-0.88,0.0,0.778,-0.79,-0.816
ทำให้เสร็จ,0.03,0.248,-0.095,0.22,0.134
เพดาน,0.0,0.101,-0.06,0.146,0.062
ทำความผิด,-0.72,0.0,0.752,-0.81,-0.761
ยาถ่าย,0.945,-0.99,0.0,0.873,0.936
วิพากษ์วิจารณ์,0.085,0.0,-0.05,0.116,0.05
พระสงฆ์,0.025,0.246,0.0,0.226,0.166
การคลอดลูก,0.441,-0.322,-0.09,0.11,0.261
เร่งรีบ,-0.903,0.059,-0.032,-0.5,-0.459
กิตติคุณ,0.573,0.241,-0.043,0.697,0.489
เงินสด,-0.05,0.14,0.015,0.082,0.052
ห้องแชท,-0.51,0.0,0.545,-0.91,-0.655
เสียงปืน,-0.08,-0.02,0.0,-0.19,-0.083
บ้าคลั่ง,-0.89,0.0,-0.96,0.0,-0.617
หัตถศิลป์,0.921,-0.61,0.0,0.91,0.814
ความลึก,-0.06,0.07,0.03,0.138,0.039
หลา,0.843,0.0,0.0,0.0,0.281
กรรมการ,-0.03,0.349,0.003,-0.203,0.038
อารมณ์ดี,0.634,-0.51,0.0,0.785,0.643
พลทหาร,-0.01,0.4,-0.035,0.404,0.253
อันดับสุดท้าย,0.033,0.158,-0.06,0.145,0.092
การวิจัย,0.887,0.877,0.0,0.0,0.588
การสังเคราะห์,0.0,0.707,0.0,0.722,0.476
ติดโรค,-0.83,0.0,-0.82,-0.86,-0.837
เปิดอยู่,-0.04,0.12,-0.04,0.128,0.056
คุณพ่อ,0.054,0.358,0.022,0.501,0.297
มีบทบาท,0.942,-0.58,0.0,0.54,0.687
ดั้งจมูก,0.0,0.069,0.0,0.0,0.023
แบดมินตัน,0.059,-0.04,0.014,0.0,0.028
ใครก็ตาม,-0.006,0.089,-0.06,0.12,0.048
ด้น,0.046,-0.66,0.0,0.365,0.357
เคลื่อนไป,-0.07,0.227,-0.13,0.203,0.077
โซดาไฟ,0.0,0.0,-0.05,-0.07,-0.04
นักเศรษฐศาสตร์,0.0,0.945,0.0,0.795,0.58
ชัก,0.09,0.096,-0.054,0.074,0.069
เนื้อปลา,-0.04,0.184,-0.08,0.172,0.079
ประธาน,0.35,0.464,0.0,0.027,0.28
สว่าง,0.459,0.551,-0.04,0.0,0.323
พิพากษา,0.0,0.098,-0.05,0.156,0.068
การยศาสตร์,0.083,0.144,-0.04,0.165,0.117
ลอตเตอรี่,0.858,-0.76,0.0,0.0,0.539
ผู้นับถือศาสนาอิสลาม,0.783,0.804,0.0,0.826,0.804
ฝากเงิน,0.0,0.306,-0.05,0.134,0.13
ผู้รักษากฎหมาย,0.74,-0.53,0.0,0.641,0.637
แสดงความคิดเห็น,-0.012,0.056,-0.03,0.162,0.059
ไวน์แดง,0.122,-0.15,0.071,-0.06,0.047
ผู้ตรวจสอบ,0.934,-0.85,0.0,0.0,0.595
การลงคะแนนเสียง,0.0,0.23,-0.12,0.198,0.103
ข้าทาส,0.0,0.0,0.8,-0.82,-0.54
อัด,0.018,-0.017,0.249,-0.315,-0.176
ไต,0.044,-0.03,0.037,0.089,0.042
น้ำหนักตัว,0.076,0.0,0.0,0.0,0.025
เหลาะแหละ,-0.79,0.0,0.904,-0.65,-0.781
ของลับ,0.0,0.0,0.0,-0.06,-0.02
การซื้อคืน,0.936,0.0,0.0,0.954,0.63
เคลิ้ม,-0.59,0.0,0.799,-0.69,-0.693
ช่องประตู,0.0,0.0,0.0,0.128,0.043
รถจักรยาน,0.701,0.939,0.0,0.718,0.786
ปฏิญาณตน,0.088,0.317,-0.29,0.379,0.165
ซาลอน,-0.02,0.122,0.0,0.137,0.08
โคโรนา,0.931,-0.82,0.0,0.709,0.82
เนืองแน่น,-0.66,0.0,0.256,-0.97,-0.629
นกหัวโตหลังจุดสีทอง,0.567,-0.93,0.0,0.659,0.719
สีบลอนด์,0.0,0.073,-0.05,0.067,0.03
ทิป,0.0,0.216,-0.038,0.142,0.107
อ่านหนังสือ,0.061,0.179,0.0,0.177,0.139
สายหนัง,0.816,0.741,0.0,0.0,0.519
คำขวัญ,0.881,0.974,0.0,0.0,0.618
คนจรจัด,-0.775,0.0,0.74,-0.865,-0.793
ใช้ซ้ำ,0.071,0.0,0.026,0.06,0.035
กระเป๋าถือ,0.0,0.032,0.0,0.026,0.019
โจร,-0.436,0.0,0.344,-0.448,-0.409
ซบ,0.995,-0.69,0.0,0.528,0.738
หลบหลีก,0.0,0.0,-0.74,-0.87,-0.537
อ้างว้าง,-0.243,0.107,-0.413,-0.297,-0.282
ถนัดขวา,0.899,0.803,0.0,0.0,0.567
ส้วมสาธารณะ,0.026,0.096,0.02,0.0,0.034
กักตุน,0.031,0.103,-0.02,0.126,0.08
การเสียชีวิต,-0.815,0.0,0.792,-0.615,-0.741
ความปิติยินดี,0.742,0.754,-0.157,0.202,0.514
การหนีเรียน,0.723,0.72,0.0,0.0,0.481
มองโลกในแง่ดี,0.914,-0.94,0.0,0.0,0.618
ช่วงเวลา,0.248,0.07,0.0,0.033,0.117
คำศัพท์,0.0,0.938,0.0,0.0,0.313
ตลาดแรงงาน,0.0,0.923,0.0,0.0,0.308
ลูกสะบ้าหัวเข่า,0.681,-0.63,0.0,0.647,0.653
ปา,0.979,0.0,0.0,0.86,0.613
รังแก,-0.2,0.0,0.768,-0.658,-0.542
ข้างล่าง,-0.473,0.08,0.182,-0.24,-0.272
การโอนกรรมสิทธิ์,0.0,0.0,0.0,0.184,0.061
เครื่องบินเล็ก,-0.04,0.092,0.0,0.062,0.038
ของสด,0.907,0.794,0.0,0.771,0.824
ไซยาไนด์,-0.98,0.0,-0.77,0.0,-0.583
สุพันธุศาสตร์,0.0,0.0,-0.86,-0.79,-0.55
ห้องแถว,0.026,0.552,0.013,0.0,0.188
โหล,0.0,0.0,0.063,-0.03,-0.031
ฟอกสบู่,0.078,-0.07,0.0,0.0,0.049
ประจันหน้า,0.614,-0.157,-0.115,0.582,0.413
ห่อหุ้ม,0.039,0.027,-0.011,0.096,0.05
ขุนนาง,-0.8,0.0,0.826,-0.62,-0.749
ระบบทุนนิยม,0.0,0.224,-0.05,0.128,0.101
ปูน,0.0,0.064,-0.495,-0.263,-0.231
เขื่อน,-0.03,0.085,0.0,0.127,0.061
การยกเลิก,0.0,0.0,0.736,-0.99,-0.575
โผล่,-0.85,0.0,0.0,-0.7,-0.517
ในอนาคต,0.0,0.0,-0.92,-0.96,-0.627
บทสรุป,-0.84,0.0,0.744,-0.58,-0.721
ทหารผ่านศึก,0.821,-0.86,0.0,0.815,0.832
ผมดัด,-0.97,0.0,0.567,-0.59,-0.709
การประมาณ,-0.02,0.248,0.0,0.31,0.179
ขวบ,-0.85,0.0,0.584,-0.79,-0.741
การฟัง,0.785,-0.99,0.0,0.981,0.919
การล่วงประเวณี,-0.98,0.0,0.662,-0.73,-0.791
น้ำแกง,-0.08,0.0,0.0,0.0,-0.027
พ่าย,-0.87,-0.66,0.98,-0.76,-0.65
อัศจรรย์,0.305,-0.16,0.0,0.392,0.286
โจ๊ก,-0.43,-0.015,-0.407,-0.04,-0.287
นักมานุษยวิทยา,0.0,0.909,0.0,0.799,0.569
อาเพศ,-0.435,0.0,-0.84,-0.495,-0.59
โซเดียม,-0.03,0.0,0.0,-0.08,-0.037
การคุย,-0.51,0.0,0.545,-0.91,-0.655
หมดความอดทน,-0.09,0.0,-0.05,0.0,-0.047
ซ้อม,0.154,-0.248,0.152,0.162,0.137
หิน,0.34,-0.28,0.0,0.384,0.335
สรรพสามิต,-0.08,0.358,-0.2,0.237,0.105
อินโดนีเซีย,-0.92,0.0,0.0,-0.78,-0.567
ลูกหลาน,-0.03,0.546,-0.05,0.491,0.319
ล้อมรั้ว,-0.535,-0.003,-0.042,-0.307,-0.294
องค์กรพัฒนาเอกชน,-0.69,0.0,0.836,-0.73,-0.752
เพลิงไหม้,0.038,0.0,-0.07,-0.06,-0.031
ไบต์,0.74,0.815,0.0,0.0,0.518
วิสกี้,0.888,0.016,0.0,0.0,0.301
พาสต้า,0.763,0.9,0.0,0.0,0.554
แล่น,-0.06,-0.06,-0.04,-0.19,-0.077
หลอด,0.522,0.49,-0.035,0.154,0.377
สกู๊ตเตอร์,0.047,-0.05,0.0,0.0,0.032
ผลสุดท้าย,0.651,-0.88,0.0,0.586,0.706
กังหันน้ำ,-0.78,0.0,0.699,-0.8,-0.76
ความไม่ลงรอย,-0.84,0.0,0.7,-0.92,-0.82
คุณภาพ,0.844,0.903,0.0,0.79,0.846
เปลือกส้ม,-0.95,0.0,0.845,-0.67,-0.822
ก่อให้เกิด,0.178,0.101,-0.186,0.148,0.08
ล้างไพ่,-0.03,0.11,0.0,0.128,0.069
พันธมิตร,0.716,-0.51,0.0,0.647,0.624
กระสอบทราย,-0.058,0.0,0.34,-0.026,-0.141
หมอผี,0.68,-0.727,0.0,0.648,0.685
หยุดยั้ง,-0.88,0.0,0.903,-0.5,-0.761
งานเลี้ยง,0.486,0.376,-0.015,-0.015,0.277
ความคลุมเครือ,-0.62,0.0,0.72,-0.51,-0.617
ทารกในครรภ์,0.581,-0.51,0.0,0.523,0.538
ข่าวซุบซิบ,0.0,0.0,0.725,-0.93,-0.552
โกร๋น,-0.05,0.0,-0.07,-0.05,-0.057
วินัย,0.0,0.097,0.0,0.351,0.149
สี่แยก,0.442,0.53,0.008,0.0,0.321
ลงบัญชี,0.113,0.126,0.0,0.11,0.116
ข้ออ้าง,-0.61,0.0,0.817,-0.78,-0.736
บทความ,0.015,0.345,0.011,0.067,0.139
มังคุด,0.859,0.917,0.0,0.0,0.592
โคล่า,0.558,0.538,-0.02,0.055,0.377
บุปผาชน,-0.16,-0.455,-0.365,0.325,0.085
ตาปีตาชาติ,0.0,0.167,-0.13,0.244,0.094
พ่นละออง,-0.98,0.0,0.516,-0.9,-0.799
การเขียน,-0.99,0.0,0.964,-0.96,-0.971
ดูเบา,-0.53,0.0,0.543,-0.99,-0.688
คันเบ็ด,0.059,0.0,0.0,0.049,0.036
กวาดล้าง,0.116,0.159,-0.1,0.131,0.102
ขึ้นฝั่ง,0.0,0.152,-0.08,0.208,0.093
ปริญญาเอก,-0.04,0.0,-0.16,-0.12,-0.107
ลูกหมู,0.778,0.925,0.0,0.0,0.568
สุญญากาศ,0.0,0.727,0.0,0.774,0.5
พักผ่อน,0.064,-0.05,0.02,0.0,0.031
คนชนบท,-0.454,0.0,0.462,-0.395,-0.437
สะพานโกลเด้นเกต,0.864,0.761,0.0,0.0,0.542
รสจืด,-0.99,0.0,0.973,0.0,-0.654
เครือข่าย,0.991,-0.76,0.0,0.0,0.584
เสริมสร้าง,0.278,-0.06,-0.133,0.356,0.187
สนทนา,0.07,-0.415,0.49,-0.49,-0.165
ข่มขวัญ,-0.55,0.0,-0.035,-0.787,-0.457
การตระเตรียม,0.0,0.952,0.0,0.0,0.317
ความกตัญญู,0.798,0.754,0.0,0.779,0.777
นักเขียน,0.0,0.982,0.0,0.974,0.652
ความเสมอภาค,0.182,0.253,-0.06,0.322,0.232
เครื่องเย็บกระดาษ,0.0,-0.04,0.068,-0.06,-0.029
โดดเดี่ยว,-0.193,0.207,-0.208,0.038,-0.052
โปร่งแสง,0.0,0.0,-0.79,-0.85,-0.547
ศาลฎีกา,-0.03,0.154,-0.07,0.122,0.059
ความไม่เอาใจใส่,-0.86,0.0,0.897,-0.81,-0.856
ส่วนตัว,0.946,0.738,0.0,0.0,0.561
ฝัน,0.796,0.925,0.0,0.0,0.574
สัจพจน์,0.0,0.274,-0.06,0.282,0.165
กักขัง,-0.363,-0.003,-0.663,-0.663,-0.562
ช่างฝีมือ,0.316,-0.134,-0.035,0.352,0.256
เกราะป้องกัน,0.0,0.069,0.0,0.0,0.023
แตกกระจาย,-0.06,-0.01,-0.11,0.0,-0.053
หลอดไฟฟ้า,0.761,0.603,-0.21,0.333,0.496
แนบ,0.141,-0.371,0.184,0.174,0.167
เรือปืน,0.0,0.0,0.0,-0.07,-0.023
ยุ่งยาก,-0.231,-0.096,-0.054,-0.497,-0.229
แผ่นดินใหญ่,-0.76,0.0,0.692,-0.84,-0.764
อริสโตเติล,0.971,-0.71,0.0,0.656,0.779
กองทหาร,0.056,0.473,0.0,0.064,0.198
จาโคเบียน,0.827,0.775,0.0,0.0,0.534
เชิงทฤษฎี,0.03,-0.05,0.0,0.059,0.046
ด้อยคุณภาพ,0.0,0.0,0.0,-0.74,-0.247
กล่าว,-0.033,-0.257,0.31,-0.149,-0.078
เหล้าเถื่อน,0.832,0.955,0.0,0.389,0.725
กำยาน,0.827,0.0,0.0,0.0,0.276
เซ็น,0.037,0.073,0.0,0.098,0.069
การคุ้มกัน,-0.412,0.249,0.361,-0.128,-0.217
บู๊ต,0.306,0.228,0.0,0.087,0.207
เข้ม,-0.18,-0.085,-0.565,-0.354,-0.338
บาด,-0.06,-0.05,0.037,-0.14,-0.062
เฝ้าระวัง,0.049,0.139,-0.09,0.123,0.074
เหลวไหล,-0.178,0.191,0.395,-0.515,-0.299
นายธนาคาร,0.0,0.807,0.0,0.819,0.542
การถ่าย,0.79,-0.62,0.0,0.674,0.695
การขัดจังหวะ,-0.025,-0.02,0.0,-0.435,-0.147
เรื่องเล็กน้อย,-0.55,0.0,0.741,-0.76,-0.684
กัดเซาะ,-0.38,0.0,0.406,-0.585,-0.457
ม้าตัวเมีย,0.734,0.756,0.0,0.0,0.497
บีบบังคับ,-0.79,0.0,0.0,-0.93,-0.573
สนเข็ม,-0.03,-0.04,0.079,-0.09,-0.053
ขีดจำกัดล่าง,-0.95,0.0,0.781,-0.73,-0.82
ผลกระทบ,-0.434,0.134,0.13,-0.196,-0.209
ฝึกฝน,0.956,-0.008,0.0,0.0,0.321
งูเหลือม,-0.51,0.0,0.582,-0.97,-0.687
คนรัก,0.767,0.0,0.0,0.893,0.553
ชัน,0.0,0.092,0.016,0.074,0.05
รูปลักษณ์,0.769,0.0,0.0,0.0,0.256
ความเท็จ,-0.81,0.0,-0.96,0.0,-0.59
ใส่น้ำผึ้ง,0.744,-0.77,0.0,0.661,0.725
คอกแกะ,-0.02,0.095,0.0,0.117,0.064
จุ,0.62,-0.91,0.0,0.766,0.765
พิธีกรรมทางศาสนา,0.0,0.0,0.0,0.86,0.287
ดรัมเมเยอร์,-0.91,0.0,0.931,-0.72,-0.854
ผ้านุ่ง,0.032,0.075,0.0,0.0,0.036
หนังสัตว์,-0.02,0.0,0.05,0.0,-0.023
เด็ด,0.515,0.379,-0.07,0.611,0.478
